k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
8,24,52.39,-818.3337,0.8921,0.5964,0.6247,0.0571
8,25,56.22,-838.4493,0.9008,0.5831,0.5836,0.0727
8,26,48.8,-763.7343,0.8658,0.6094,0.6655,0.025
8,27,59.15,-881.4516,0.884,0.5679,0.6188,0.0977
8,28,54.02,-828.3171,0.8954,0.5866,0.633,0.0704
8,29,63.69,-864.8086,0.946,0.5345,0.5706,0.0967
8,30,45.13,-723.2068,0.8478,0.6535,0.6372,0.0091
9,1,74.93,-3074.9983,0.9709,0.4834,0.5164,0.0805
9,2,85.36,-3123.1879,0.9999,0.449,0.4785,0.118
9,3,86.03,-3152.1632,0.9948,0.4454,0.485,0.1036
9,4,85.6,-3117.3843,0.9948,0.4429,0.4805,0.1069
9,5,92.77,-3150.0585,0.9947,0.4274,0.479,0.1196
9,6,85.9,-3092.0467,0.9999,0.4471,0.4863,0.1099
9,7,89.41,-3134.7556,0.9947,0.4436,0.473,0.113
9,8,90.16,-3062.6633,0.9999,0.4499,0.4691,0.1201
9,9,79.44,-3076.6329,0.9948,0.4452,0.4902,0.0948
9,10,77.87,-3120.6341,0.9746,0.4617,0.4999,0.0878
9,11,85.94,-3139.4783,0.9999,0.4519,0.4851,0.1109
9,12,106.42,-3171.1629,0.9999,0.4329,0.4575,0.1492
9,13,80.05,-3055.9023,0.9948,0.4504,0.4937,0.0871
9,14,96.72,-3217.027,0.9935,0.4293,0.4717,0.127
9,15,79.57,-3018.6182,0.9999,0.4558,0.4967,0.0925
9,16,76.29,-3073.1578,0.9969,0.4612,0.4979,0.0925
9,17,75.95,-3078.6679,0.9828,0.4559,0.5056,0.0813
9,18,85.92,-3183.4604,0.9933,0.4365,0.4827,0.1135
9,19,77.71,-3054.4023,0.991,0.4507,0.4937,0.0889
9,20,75.54,-3051.4595,0.9793,0.4599,0.5015,0.0835
9,21,80.31,-3091.1639,0.9946,0.4561,0.4839,0.0922
9,22,83.76,-3136.2544,0.9999,0.4557,0.4878,0.1053
9,23,92.15,-3147.7083,0.9947,0.4434,0.4674,0.1183
9,24,83.35,-3125.8978,0.9946,0.4361,0.4959,0.0999
9,26,98.7,-4764.9501,0.9835,0.4863,0.5273,0.1483
9,27,92.91,-4781.7148,0.936,0.4899,0.566,0.126
9,28,104.88,-4816.5941,0.9881,0.4674,0.509,0.1604
10,1,104.49,-11166.8137,0.9774,0.4837,0.5202,0.1444
10,2,104.17,-11260.2644,0.9666,0.4841,0.5442,0.1513
10,3,107.53,-11236.5615,0.9814,0.4776,0.5153,0.1516
10,4,104.17,-11135.54,0.9779,0.4876,0.5186,0.1411
10,5,109.07,-11200.55,0.9885,0.4646,0.5215,0.1503
10,6,101.52,-11159.3478,0.9777,0.4821,0.5421,0.1457
10,7,106.71,-11248.6488,0.9747,0.4764,0.5245,0.15
10,8,103.31,-11158.2562,0.9697,0.4875,0.5237,0.1443
10,9,102.03,-11225.4124,0.9719,0.493,0.5333,0.1486
10,10,104.98,-11105.3704,0.9823,0.4995,0.5255,0.1473
10,11,107.04,-11228.3278,0.9852,0.4679,0.5182,0.1546
10,12,113.73,-11188.9497,0.9954,0.473,0.521,0.1592
10,13,104.1,-11210.4704,0.9732,0.4855,0.5401,0.1487
10,14,114.98,-11159.3465,0.9948,0.458,0.5088,0.1624
10,15,105.79,-11110.5033,0.9794,0.4804,0.5164,0.148
10,16,113.02,-11220.9197,0.9915,0.454,0.519,0.1565
10,17,101.26,-11006.1687,0.9791,0.4825,0.5288,0.1321
10,18,104.79,-11221.4483,0.9776,0.4887,0.5263,0.1534
10,19,103.65,-11144.614,0.9692,0.4831,0.5321,0.1402
10,20,105.87,-11196.6471,0.9871,0.4793,0.5302,0.1506
10,21,116.34,-11234.8122,0.9829,0.4781,0.5065,0.1573
10,22,106.01,-11105.4922,0.9794,0.4738,0.5287,0.1432
10,23,101.12,-11091.4298,0.9728,0.494,0.5438,0.1357
11,1,117.37,-26009.2753,0.9692,0.488,0.5253,0.1432
11,2,122.32,-26093.6871,0.9801,0.4733,0.5224,0.1504
11,3,119.41,-26214.2808,0.9767,0.4779,0.5214,0.1514
11,4,119.37,-26152.8593,0.9787,0.4794,0.517,0.1523
11,5,123.07,-26207.0169,0.9839,0.4689,0.5197,0.1551
11,6,123.43,-26266.3194,0.9814,0.4712,0.5176,0.1571
11,7,119.09,-26094.4288,0.9763,0.4824,0.517,0.1501
11,8,114.44,-26036.1491,0.9721,0.4835,0.5267,0.1449
11,9,117.91,-26129.2703,0.9746,0.4808,0.5238,0.1478
11,10,123.81,-26103.9081,0.9782,0.4781,0.5229,0.1482
11,11,117.17,-26043.3992,0.9705,0.4852,0.5273,0.144
11,12,120.27,-26096.2693,0.9863,0.4687,0.5203,0.1525
11,13,117.76,-26047.2686,0.9799,0.4809,0.5198,0.1477
11,14,123.59,-26072.7229,0.9865,0.47,0.5154,0.1544
