k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
10,12,106.99,-7753.9001,0.9899,0.4573,0.4581,0.155
10,13,110.31,-7691.666,0.994,0.449,0.4447,0.1495
10,14,111.74,-7684.8252,0.9999,0.4445,0.4608,0.154
10,15,104.93,-7793.1865,0.9928,0.4565,0.4587,0.1547
10,16,104.61,-7727.0608,0.9995,0.4641,0.4457,0.1531
10,17,108.19,-7706.6254,0.9947,0.4437,0.4465,0.1531
10,18,94.48,-7636.1062,0.9875,0.4773,0.4637,0.1335
10,19,113.97,-7770.3636,0.9999,0.4524,0.4406,0.1664
10,20,98.58,-7689.3624,0.9787,0.4598,0.4634,0.1365
10,21,106.13,-7696.9044,0.9947,0.4438,0.4534,0.1475
10,22,108.71,-7807.1984,0.9967,0.451,0.4461,0.1654
10,23,104.03,-7721.3604,0.9947,0.4423,0.4552,0.1475
11,1,153.19,-22317.97,0.9618,0.4872,0.4799,0.1583
11,2,155.11,-22283.9343,0.9688,0.4778,0.4836,0.1587
11,3,164.68,-22237.8884,0.9877,0.4752,0.4561,0.1699
11,4,167.75,-22041.0368,0.9948,0.4727,0.4502,0.1707
11,5,164.24,-22186.1403,0.9811,0.4785,0.4641,0.1652
11,6,163.13,-22320.7845,0.9742,0.477,0.4683,0.1681
11,7,161.87,-22225.6067,0.9828,0.4743,0.4676,0.1651
11,8,156.7,-22262.2285,0.9715,0.4878,0.4668,0.1626
11,9,158.32,-22100.2778,0.9794,0.4803,0.4708,0.1585
11,10,162.21,-22301.1651,0.9772,0.4851,0.4639,0.1632
11,11,169.55,-22360.6306,0.9842,0.4682,0.4581,0.1745
11,12,176.81,-22427.1308,0.9921,0.4503,0.458,0.1882
11,13,156.51,-22441.6055,0.9627,0.4871,0.4756,0.1636
11,14,169.52,-22278.3056,0.9884,0.4676,0.4579,0.1735
11,15,161.23,-22281.6076,0.979,0.4771,0.4661,0.1663
12,1,180.79,-50636.9552,0.9857,0.479,0.4699,0.1768
12,2,178.1,-50553.7476,0.9849,0.4857,0.4695,0.1705
12,3,176.95,-50804.3437,0.9774,0.487,0.4726,0.1735
12,4,183.39,-50733.2126,0.9851,0.4794,0.4713,0.1758
12,5,182.23,-50631.6049,0.9815,0.4812,0.4744,0.174
12,6,186.53,-50743.575,0.9873,0.4769,0.4673,0.1792
12,7,181.96,-50752.1664,0.989,0.4795,0.4647,0.1791
12,8,187.15,-50897.1167,0.9858,0.4792,0.4644,0.1815
12,9,185.38,-50785.3135,0.99,0.4803,0.4603,0.1803
12,10,181.17,-50699.2981,0.9905,0.473,0.4699,0.1785
12,11,184.36,-50811.0539,0.9839,0.4855,0.4703,0.1761
12,12,178.6,-50926.2995,0.9801,0.4829,0.4711,0.177
12,13,176.46,-50697.4646,0.984,0.4804,0.4723,0.1742
12,14,185.5,-50868.3367,0.9848,0.4824,0.4666,0.1774
12,15,179.4,-50721.2715,0.9855,0.481,0.4688,0.1752
13,1,197.45,-109896.0108,0.9904,0.4768,0.4651,0.1739
13,2,200.82,-110076.3609,0.9867,0.4775,0.4677,0.1731
13,3,199.33,-110268.9108,0.986,0.4784,0.4661,0.1744
13,4,200.15,-110647.5048,0.9821,0.4823,0.4668,0.1756
13,5,202.3,-110491.39,0.9909,0.4743,0.4591,0.1806
13,6,203.94,-110298.0457,0.9896,0.4773,0.4605,0.178
13,7,206.75,-110432.9458,0.9878,0.4762,0.4645,0.178
13,8,207.09,-110116.691,0.9956,0.471,0.4578,0.1807
13,9,197.68,-109797.4964,0.9894,0.4751,0.4668,0.1726
13,10,207.36,-110320.8412,0.9946,0.4695,0.4585,0.1825
13,11,208.59,-110261.9219,0.9873,0.4755,0.4658,0.176
13,12,209.56,-110758.6738,0.9845,0.4776,0.4658,0.178
13,13,203.6,-110260.064,0.986,0.4775,0.4669,0.1746
13,14,207.68,-110325.6007,0.9909,0.4731,0.4612,0.1797
13,15,206.6,-110183.9007,0.995,0.4677,0.4614,0.1812
14,1,184.39,-254437.3091,0.9847,0.4766,0.4665,0.1812
14,2,183.84,-254535.7343,0.9861,0.4759,0.4644,0.1829
14,3,184.82,-254304.1886,0.9876,0.4768,0.4631,0.1822
14,4,183.62,-254352.8203,0.9854,0.4761,0.4667,0.181
14,5,181.61,-254142.248,0.9846,0.4775,0.4683,0.1792
14,6,182.94,-254957.5672,0.9866,0.4743,0.4645,0.1839
14,7,182.68,-254153.4867,0.9839,0.48,0.4675,0.1783
14,8,184.12,-254168.5818,0.9879,0.4742,0.4643,0.1829
14,9,183.63,-254662.7838,0.9826,0.4792,0.4675,0.1802
14,10,183.53,-254704.6189,0.9845,0.4765,0.4654,0.1822
14,11,185.48,-254676.9578,0.987,0.4731,0.465,0.1836
14,12,183.81,-254667.9009,0.987,0.4742,0.4635,0.1842
14,13,184.69,-255309.2436,0.9864,0.474,0.463,0.1866
14,14,181.12,-253834.5883,0.9842,0.4788,0.4698,0.1774
14,15,182.86,-254330.9415,0.9861,0.4755,0.4662,0.1818
14,16,181.79,-254330.6533,0.9853,0.478,0.4663,0.1807
14,17,184.55,-254938.8248,0.985,0.4767,0.464,0.1843
14,18,182.0,-254893.2777,0.9836,0.4775,0.4667,0.181
14,19,180.18,-254045.6231,0.9838,0.4784,0.4687,0.1784
14,20,186.09,-254776.27,0.9814,0.4781,0.4698,0.1798
