k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
6,10,112.08,-27.8779,0.9999,0.0262,0.0187,0.7071
6,11,102.77,-32.3101,0.9999,0.0381,0.0289,0.6925
6,12,136.37,-9.1218,0.9999,0.0001,0.0001,0.7521
6,13,113.35,-27.9435,0.9999,0.0185,0.0274,0.7291
6,14,114.77,-28.2638,0.9999,0.0206,0.0311,0.7259
6,15,111.18,-27.9424,0.9999,0.019,0.0255,0.7051
6,16,86.18,-37.0952,0.9999,0.046,0.0415,0.6884
6,17,97.59,-32.3559,0.9999,0.0369,0.0305,0.6846
6,18,76.57,-40.7066,0.9999,0.0643,0.0554,0.6417
6,19,72.2,-44.9566,0.9999,0.0625,0.0717,0.6458
6,20,115.26,-27.8513,0.9999,0.015,0.0262,0.7279
6,21,103.76,-32.4587,0.9999,0.0302,0.0338,0.7237
6,22,72.07,-45.5401,0.9999,0.0632,0.07,0.6531
6,23,123.22,-27.9326,0.9999,0.0274,0.0128,0.7281
6,24,99.77,-32.3799,0.9999,0.0312,0.0367,0.694
6,25,74.28,-44.8885,0.9999,0.0641,0.0674,0.6516
6,26,86.66,-36.7348,0.9999,0.0405,0.0527,0.6663
6,27,101.46,-32.933,0.9999,0.036,0.0277,0.7115
6,28,71.11,-45.166,0.9999,0.0587,0.0725,0.6505
6,29,111.2,-28.1789,0.9999,0.0325,0.0287,0.7227
6,30,117.79,-28.0052,0.9999,0.0255,0.0172,0.7264
7,1,78.41,-922.5712,0.9617,0.2674,0.2636,0.6503
7,2,72.81,-828.994,0.9999,0.239,0.2271,0.6958
7,3,83.5,-863.9311,0.993,0.2238,0.2228,0.717
7,4,79.64,-933.7843,0.9809,0.2623,0.2793,0.6244
7,5,80.24,-922.0229,0.9806,0.2665,0.2724,0.6616
7,6,78.6,-912.5888,0.9754,0.2495,0.2548,0.6728
7,7,75.31,-867.8471,0.9947,0.2496,0.2511,0.669
7,8,78.71,-886.1661,0.9885,0.2437,0.236,0.6829
7,9,79.1,-884.1014,0.9999,0.2478,0.2562,0.6693
7,10,78.23,-888.058,0.9949,0.2487,0.2583,0.6436
7,11,77.17,-882.4927,0.9934,0.2476,0.2415,0.6623
7,12,78.01,-875.1706,0.9999,0.2504,0.2506,0.6601
7,13,77.37,-871.3166,0.9947,0.2332,0.2464,0.6719
7,14,78.76,-864.499,0.9999,0.2368,0.2454,0.6555
7,15,73.66,-895.4543,0.9999,0.2506,0.2535,0.6493
7,16,71.07,-882.357,0.9999,0.2571,0.2442,0.6632
7,17,77.89,-925.94,0.9999,0.2629,0.2645,0.65
7,18,76.08,-874.4125,0.9707,0.236,0.2411,0.6883
7,19,78.8,-894.4525,0.9938,0.2434,0.25,0.6526
7,20,79.83,-897.0051,0.9921,0.2464,0.2396,0.6676
7,21,78.65,-918.9796,0.9821,0.2587,0.2652,0.6692
7,22,80.06,-879.9872,0.9926,0.233,0.2409,0.6823
7,23,76.5,-874.2471,0.9999,0.2448,0.2381,0.6888
7,24,86.2,-952.4949,0.9179,0.2895,0.2892,0.6731
7,25,81.11,-854.9047,0.9942,0.2302,0.2187,0.7017
7,26,75.55,-912.9504,0.9724,0.2654,0.2561,0.6788
7,27,77.52,-861.6894,0.9949,0.2249,0.2317,0.6919
7,28,79.24,-902.2644,0.9999,0.2449,0.2529,0.6793
7,29,73.95,-832.4105,0.9999,0.2307,0.2232,0.7113
7,30,80.12,-893.6251,0.9419,0.2588,0.2738,0.6846
8,1,79.96,-2144.8736,0.9949,0.2438,0.2301,0.6868
8,2,97.4,-2201.1448,0.9999,0.248,0.2537,0.6809
8,3,83.48,-2238.0726,0.9999,0.2661,0.2591,0.6613
8,4,88.76,-2303.25,0.9795,0.258,0.2624,0.6599
8,5,91.69,-2143.1165,0.9948,0.2253,0.2215,0.7094
8,6,87.36,-2141.2188,0.9902,0.2401,0.2406,0.7143
8,7,84.11,-2161.2638,0.9895,0.2382,0.2395,0.6742
8,8,84.17,-2170.4751,0.9948,0.2418,0.2426,0.6756
8,9,90.85,-2261.2151,0.9488,0.2525,0.2442,0.7132
8,10,85.64,-2263.4172,0.9999,0.2597,0.2599,0.6721
8,11,85.17,-2274.883,0.9875,0.2646,0.2731,0.6596
8,12,83.63,-2223.7156,0.9999,0.2603,0.2545,0.6655
8,13,85.62,-2194.7813,0.9999,0.2516,0.2509,0.684
8,14,80.89,-2272.1321,0.9999,0.2748,0.2628,0.6437
8,15,86.18,-2156.7217,0.9967,0.2363,0.2434,0.7081
8,16,83.22,-2143.5065,0.9999,0.2372,0.2296,0.6909
8,17,83.39,-2261.5457,0.9937,0.255,0.2618,0.6412
8,18,87.43,-2242.3942,0.9729,0.2481,0.2501,0.6809
8,19,86.24,-2229.8821,0.9822,0.2494,0.2501,0.6787
8,20,79.96,-2127.8838,0.9999,0.24,0.2412,0.6973
8,21,85.99,-2193.4877,0.9999,0.2453,0.2427,0.7032
8,22,87.11,-2195.3549,0.9994,0.2387,0.2398,0.7052
8,23,86.57,-2264.9335,0.9812,0.2622,0.2533,0.6569
8,24,81.8,-2159.1062,0.9999,0.2498,0.2522,0.6888
8,25,91.64,-2257.5398,0.9656,0.2558,0.2487,0.6817
8,26,88.57,-2276.5193,0.9801,0.2554,0.2606,0.6628
8,27,85.12,-2196.7828,0.9951,0.25,0.2467,0.6916
8,28,86.53,-2212.4898,0.9948,0.2464,0.2407,0.6653
8,29,86.98,-2182.4281,0.9978,0.2512,0.2549,0.6839
8,30,86.56,-2170.8922,0.9908,0.2505,0.2355,0.6768
9,1,89.35,-5380.9929,0.9999,0.2593,0.2566,0.6761
9,2,89.45,-5362.5658,0.9855,0.248,0.2348,0.6816
9,3,86.4,-5246.6949,0.9948,0.2345,0.2442,0.6834
