k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
12,2,230.33,-145668.5272,0.9811,0.5361,0.5897,0.217
12,3,235.09,-146044.223,0.9853,0.5306,0.5871,0.2206
12,4,232.3,-145890.2563,0.9848,0.5326,0.5873,0.2199
12,5,236.58,-146317.5777,0.9864,0.528,0.5859,0.2237
12,6,236.05,-145576.9458,0.9865,0.5312,0.5857,0.2199
12,7,232.45,-145646.9206,0.9864,0.532,0.5868,0.2184
12,8,230.88,-145434.551,0.9856,0.531,0.5916,0.2155
12,9,231.09,-145785.3857,0.979,0.5372,0.5911,0.2163
12,10,236.15,-145738.3356,0.9876,0.5287,0.5865,0.2211
12,11,235.95,-145579.1348,0.9892,0.5295,0.5851,0.2197
12,12,238.48,-145844.2775,0.9921,0.527,0.5808,0.2241
12,13,231.59,-145673.3517,0.9841,0.5331,0.5886,0.218
12,14,238.96,-145265.4861,0.988,0.5312,0.5862,0.2181
12,15,235.5,-145500.0649,0.9906,0.5277,0.5855,0.22
12,16,235.36,-145393.6367,0.9846,0.5338,0.5884,0.2163
12,17,236.23,-145870.3057,0.9834,0.5311,0.5897,0.2193
12,18,232.48,-145479.5729,0.9853,0.5331,0.5889,0.2176
12,19,204.36,-145406.105,0.987,0.5303,0.5881,0.2183
12,20,204.66,-145598.5814,0.9862,0.5314,0.5887,0.2179
12,21,206.59,-145657.9718,0.9866,0.5313,0.5866,0.22
12,22,211.81,-145507.6296,0.9934,0.5285,0.5815,0.2219
12,23,207.11,-145914.7587,0.9878,0.5291,0.5854,0.2215
12,24,208.4,-145588.6462,0.9868,0.5303,0.5873,0.2192
12,25,204.79,-145511.9532,0.9805,0.5362,0.5912,0.2157
12,26,204.18,-145701.4683,0.9826,0.5355,0.5896,0.2167
12,27,202.87,-145090.7141,0.984,0.5356,0.5884,0.2148
12,28,205.08,-145675.3524,0.9836,0.5334,0.5894,0.2173
12,29,201.41,-145152.0138,0.9806,0.5353,0.5948,0.2126
12,30,205.96,-145655.3658,0.985,0.5312,0.5889,0.2184
13,1,284.78,-358271.689,0.9889,0.5297,0.5857,0.2179
13,2,284.43,-358939.3838,0.9887,0.528,0.5857,0.2206
13,3,287.6,-358100.7475,0.9926,0.5267,0.5826,0.2201
13,4,288.86,-358825.0172,0.9909,0.5266,0.584,0.2211
13,5,285.55,-359158.7727,0.99,0.5275,0.5833,0.2217
13,6,284.9,-359115.3206,0.9899,0.5269,0.5839,0.222
13,7,284.86,-358981.0383,0.9876,0.5296,0.5855,0.2199
13,8,284.57,-359577.6733,0.9879,0.5281,0.5852,0.2213
13,9,281.37,-358287.6483,0.9892,0.5291,0.5862,0.2183
13,10,284.87,-359106.8427,0.9881,0.5283,0.5848,0.2207
13,11,285.0,-358954.5063,0.9909,0.526,0.5834,0.2221
13,12,278.2,-359138.8807,0.9869,0.5294,0.5868,0.2198
13,13,278.27,-358557.7499,0.9889,0.5279,0.587,0.2189
13,14,278.82,-358099.5234,0.9898,0.5294,0.5847,0.2188
13,15,279.03,-358707.7923,0.9905,0.5273,0.584,0.2205
13,16,280.08,-358920.7864,0.9865,0.5295,0.5874,0.2189
13,17,254.88,-358797.066,0.9883,0.5287,0.5863,0.2193
13,18,252.54,-359134.4812,0.9879,0.5285,0.585,0.221
13,19,252.03,-358483.5907,0.989,0.528,0.5869,0.219
13,20,250.54,-358858.2105,0.9882,0.5283,0.5853,0.2204
13,21,252.64,-359259.0336,0.9889,0.5267,0.585,0.2218
13,22,252.23,-358993.5945,0.9893,0.5274,0.5849,0.221
13,23,250.41,-358004.7621,0.9899,0.5292,0.5866,0.2171
13,24,250.07,-358415.5558,0.9861,0.5315,0.5873,0.2175
13,25,256.08,-358251.6067,0.9903,0.5282,0.5854,0.2185
13,26,270.19,-357979.3663,0.9933,0.5271,0.5819,0.2199
13,27,275.12,-358784.5304,0.9858,0.5308,0.5878,0.218
14,1,373.04,-896255.6738,0.9902,0.5162,0.5733,0.2243
14,2,372.93,-896831.2483,0.9873,0.5178,0.5753,0.2236
14,3,374.15,-895063.6826,0.9907,0.5167,0.5731,0.223
14,4,370.72,-897085.4124,0.9873,0.5181,0.5743,0.2235
14,5,376.43,-896395.3187,0.9886,0.5172,0.5744,0.2234
