k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
12,14,128.46,-45552.921,0.7774,0.569,0.4763,0.2386
12,15,120.72,-45416.166,0.7724,0.5816,0.4811,0.2268
12,16,129.18,-45637.3361,0.7758,0.5686,0.4773,0.2401
12,17,127.3,-45403.8131,0.7796,0.5713,0.4774,0.2333
12,18,115.35,-45266.1864,0.7654,0.5868,0.4904,0.2191
12,19,122.09,-45459.6004,0.7718,0.5752,0.4822,0.2325
12,20,122.92,-45554.2361,0.7709,0.5736,0.4814,0.2357
12,21,125.88,-45440.0059,0.7768,0.5708,0.4806,0.2334
12,22,121.99,-45458.8826,0.7664,0.581,0.4869,0.2274
12,23,120.67,-45269.2497,0.7713,0.5808,0.4854,0.2239
13,1,139.95,-100615.5002,0.7679,0.5708,0.4707,0.2318
13,2,137.74,-100718.0661,0.7651,0.5689,0.4738,0.2321
13,3,144.69,-100735.4415,0.7763,0.5619,0.4641,0.2389
13,4,143.83,-100606.4566,0.7763,0.5741,0.4741,0.2378
13,5,144.25,-100897.2241,0.7724,0.5635,0.4662,0.239
13,6,123.17,-100315.4552,0.7552,0.5863,0.4804,0.2195
13,7,131.55,-100462.9056,0.7693,0.5805,0.4811,0.2312
13,8,126.49,-100160.567,0.7665,0.5859,0.4827,0.2262
13,9,139.75,-100338.9459,0.775,0.5646,0.4704,0.2314
13,10,131.43,-100808.792,0.7733,0.5947,0.4884,0.2354
13,11,135.7,-100534.2092,0.7659,0.5732,0.4727,0.2292
13,12,127.75,-100536.7559,0.7606,0.5789,0.4765,0.2252
13,13,134.08,-100463.8559,0.7705,0.5809,0.4789,0.2315
13,14,134.88,-100723.8536,0.7686,0.5796,0.4785,0.2352
13,15,142.46,-100642.1018,0.7741,0.5652,0.4656,0.2352
13,16,135.27,-100320.1301,0.7668,0.5746,0.4738,0.2263
13,17,140.49,-100772.0398,0.7672,0.5703,0.4701,0.2336
13,18,143.83,-100585.6872,0.7787,0.5714,0.4719,0.24
13,19,140.01,-100883.496,0.7631,0.5712,0.472,0.2344
13,20,138.77,-100651.0426,0.773,0.5757,0.477,0.236
13,21,136.75,-100505.1638,0.7653,0.5745,0.4733,0.2279
13,22,144.23,-100463.4514,0.7739,0.5658,0.4688,0.2329
13,23,138.94,-100568.6288,0.7748,0.5734,0.4767,0.2375
14,1,142.32,-216073.4077,0.7696,0.5827,0.477,0.2299
14,2,140.68,-215915.9164,0.7683,0.5816,0.4782,0.2303
14,3,146.07,-215885.8835,0.7676,0.5724,0.4716,0.2262
14,4,137.03,-215590.891,0.7626,0.587,0.4856,0.2248
14,5,145.96,-215667.5769,0.7701,0.5731,0.4703,0.2247
14,6,140.64,-215884.6962,0.7624,0.5768,0.4765,0.2224
14,7,138.86,-215793.4627,0.7637,0.5798,0.4738,0.2207
14,8,145.44,-215881.2388,0.7727,0.5825,0.4753,0.2283
14,9,142.05,-216220.8378,0.7651,0.5753,0.4714,0.2261
14,10,146.69,-216023.8895,0.7682,0.5746,0.4689,0.2259
14,11,145.94,-215894.913,0.765,0.5752,0.4729,0.2248
14,12,151.97,-216102.4581,0.7718,0.5689,0.4674,0.2299
14,13,148.47,-215950.5274,0.7689,0.5711,0.4706,0.2274
14,14,139.99,-216084.1942,0.7562,0.5811,0.4745,0.2205
14,15,145.3,-216137.5487,0.7693,0.581,0.4779,0.2311
14,16,141.13,-215563.3221,0.7636,0.5766,0.4758,0.2224
14,17,142.79,-215960.7532,0.7707,0.5798,0.4788,0.2301
14,18,140.86,-216146.689,0.7631,0.5753,0.4744,0.2254
14,19,143.57,-216005.9129,0.7721,0.5799,0.4761,0.231
14,20,147.75,-216224.9593,0.7686,0.5727,0.4684,0.2282
14,21,150.92,-216572.3921,0.7764,0.5741,0.4716,0.2373
14,22,146.34,-216230.248,0.7641,0.5754,0.4727,0.2256
14,23,140.05,-215574.3396,0.7625,0.5796,0.4758,0.2201
